ride_id,week_of_day,member_casual,ride_length
541EBF88C3376C8E,Saturday,member,560
543E3AB87569DC55,Wednesday,casual,660
54D6051977E51200,Thursday,casual,605
55120E463F24A7A1,Saturday,member,1001
55712852964FCCD0,Wednesday,casual,4257
55798A4BBF3E5144,Monday,member,718
55852FF04FCF4C4E,Friday,casual,4460
5587700BAAF75634,Monday,casual,357
558E0986BE17B088,Friday,member,1175
55C57A0190134792,Sunday,member,350
55CAED51CA769154,Friday,casual,2675
55E5172FE16F5811,Thursday,member,828
560E921697568F33,Saturday,member,582
5618BC80AFA6DB9E,Saturday,member,191
5619E43DF2379CD4,Thursday,member,611
563559FFD99B08DE,Sunday,member,1151
563F1A34D0D32840,Thursday,member,1873
5652DC5C65C0581C,Saturday,member,584
565A81EAA67ABBA1,Saturday,member,322
565EDBD7EBBF3A06,Wednesday,member,1146
5678521E7C199149,Monday,member,1168
567AD9C1AAA7B6A5,Sunday,casual,2344
56AE2A2F0BF71E0E,Monday,member,646
56CF3AC53A0E016E,Wednesday,member,869
56D4167AD8E444F9,Tuesday,member,1830
56D6F8F6F1450BD9,Thursday,member,198
571BCD31A1F0655E,Sunday,member,488
5729BE7F49020619,Friday,member,1175
572F9E13433354DE,Wednesday,member,729
574169CDEBD52477,Wednesday,member,960
574BBB6E049E8BEC,Monday,member,181
577EBB6E9C450A2B,Tuesday,member,365
57854C71C692A9D5,Monday,member,249
579132D823D528EB,Thursday,member,375
5794024B4C4DF543,Saturday,member,464
57D13FBA32BE5435,Monday,member,3618
57D535B204F8A186,Thursday,member,566
57FC8386D6FD3F8B,Monday,member,1348
580DA3A854C54F34,Saturday,member,420
581581D5D1AD1DA0,Wednesday,member,1448
58835EADCE48EAB9,Sunday,member,117
588903F3225E8EAA,Thursday,member,443
589B1FBFADB72B62,Thursday,member,2359
58ADF8C05DE3353B,Friday,casual,414
58B2646E4AC52892,Tuesday,member,308
58E07077DB7AD7EF,Saturday,casual,769
58E703AE592CFCF6,Friday,member,945
591671A739A010BA,Friday,member,597
59284967F8ABFBB9,Sunday,member,342
59356211E2133EB7,Saturday,member,874
59467F24CA9319AC,Saturday,member,504
5984A0EC75C01957,Saturday,member,417
59968C849A67E9DF,Monday,member,320
59A1142EA634E2B0,Thursday,member,2278
59A4313594B15A37,Monday,casual,1947
59BE9FBF1BC128B1,Sunday,member,291
59D4359388F21611,Tuesday,member,1137
5A417699B266A094,Friday,member,405
5A5E5FB04DB683F7,Tuesday,member,1011
5A5EF927A3D62AE8,Saturday,casual,515
5A6872D9039CD419,Sunday,member,1198
5A7E255E131F592C,Sunday,member,908
5A9C6C6263A3F29E,Tuesday,member,465
5AB1109D33B50C7A,Friday,member,2335
5AD521F6D104A303,Friday,member,215
5B03934CA444F70C,Monday,member,361
5B0B5D988ED0FAC0,Wednesday,member,350
5B4EA979FF1E6CB4,Saturday,casual,1801
5B82486005CCD57C,Tuesday,member,597
5B98C186B9884E0D,Monday,member,456
5BD96172EA978605,Saturday,member,672
5BE5FF73D5F44AF2,Wednesday,member,229
5C12EE2991EF2C14,Saturday,member,1538
5C3FDC6A9335D0F8,Thursday,member,616
5C5AEEB2218E2147,Monday,casual,420
5C6A5E9F6B9D9D66,Thursday,member,468
5C8B5AB9B1D49F7C,Thursday,member,477
5CAC922588C98682,Wednesday,member,476
5CCFB949340AFEFB,Sunday,casual,34
5CFD269D096DA915,Monday,member,776
5D4F9D0829C2A6EC,Friday,member,232
5D63F4922146C2EC,Wednesday,casual,333
5D6B96025FEEAC0F,Saturday,casual,912
5D6F784EB691BF78,Thursday,member,649
5D77F1B65D3F97E3,Thursday,casual,471
5D813F385CD3A49C,Saturday,casual,1763
5D846963AC4E2C6C,Wednesday,member,911
5DAB0AA14B534D6C,Friday,member,332
5DB5A91E669898D8,Thursday,member,502
5DCE39EA18AC761F,Thursday,member,110
5DFAAC108E329B8E,Tuesday,member,262
5E15B5AB8D8EF779,Tuesday,member,182
5E185CE1FFC71ECB,Saturday,member,630
5E20750B02887C2A,Monday,member,381
5E41A62507A1EDE6,Thursday,member,316
5E93F77660412325,Friday,member,2004
5E9EEC4B4AB0E72D,Wednesday,member,1146
5EDECD777DE45D92,Sunday,member,376
5EFE2D6999432A07,Saturday,casual,4067
5F0354FF9C4AB323,Sunday,member,1184
5F568DD012A06E98,Sunday,casual,9972
5F5C6FFF562E2502,Saturday,member,1153
5F65D3F3760EF19C,Wednesday,member,182
5F7CF18B9CA5CA0B,Sunday,member,453
5F858C1924F1686B,Thursday,member,1138
5F94FF8C7555B76E,Friday,member,674
5FD8A3FA82261C25,Saturday,member,219
5FDB6762124571BE,Wednesday,member,278
5FDF0E8862E9C924,Monday,member,719
5FE25F737E533E19,Sunday,member,344
5FEC44E52F9762FD,Friday,member,574
6010F5E2E64BF565,Monday,member,1093
60136FAACD077326,Friday,member,376
601552CC75392A70,Monday,casual,581
603F095B3350A1FE,Monday,member,2537
6045573F15A2895A,Wednesday,member,59
605DAB486BB39FF4,Saturday,casual,981
607A9E011DBFBB6E,Sunday,member,402
608D3624E1B4749E,Wednesday,member,826
609962B05CEA372B,Wednesday,member,665
609B3E29A24C41EF,Sunday,casual,186
60B01BD76C1A451A,Saturday,member,450
60BB79E32658CF0D,Saturday,member,1528
60F6414653C025D2,Saturday,casual,1734
60FC000AC77EAC38,Saturday,member,621
6104EBC7116AA9D7,Saturday,casual,2189
6138851199447A24,Friday,member,116
61765DD9E87D60A7,Monday,member,769
6189FBB5469F4A8E,Wednesday,member,243
618CDD4049492A3A,Friday,member,70
619A1F9C5DA14617,Thursday,member,312
61D45E57FDA0A3C7,Tuesday,casual,1057
61D6745A0E5F2198,Sunday,member,3369
61DD59546EAA1D62,Tuesday,member,817
62126F3F2092E120,Saturday,member,299
621D1FBBE4A0AEB4,Tuesday,member,466
6229678C9B626C3F,Saturday,casual,784
6231C65E38F78D5E,Monday,casual,1097
624B93B93450233B,Friday,member,229
624F1E5247726801,Friday,member,678
6254C2BD57FC007B,Friday,member,1670
626479990ACEAC5E,Friday,member,670
62950E933B258DB3,Friday,member,1859
62987B8DB368DFC1,Friday,casual,629
62A1C92FA9E8881E,Friday,member,174
62ABC349A4D4EE4E,Friday,member,1708
62AFE0431729A7D8,Thursday,member,602
62C275A0665CF0ED,Friday,member,2406
62E28E67C758DBC9,Monday,member,707
62EF4E2FF31C91B1,Monday,member,124
62F4A37F5BE3DA46,Monday,member,305
6311500A64AFBD2F,Tuesday,member,822
6346310EEFDE1D4B,Thursday,member,589
6392150D832A9D4D,Wednesday,member,136
63FB69A0DCEAA564,Tuesday,casual,115
63FE2794315F106A,Friday,member,1172
640BD905F6387D66,Saturday,member,815
641C7CDAC85ABDE2,Sunday,member,791
64347B602AC9D275,Wednesday,member,390
64396D0CF14B6DCC,Tuesday,member,490
643BF43D31F571A1,Monday,member,1314
647024D6020E681A,Sunday,member,1290
64715C445C3FCBF2,Thursday,member,380
64A65975FDACD886,Wednesday,member,1281
64C0F5F253DD25E3,Tuesday,member,519
64D974A82CD7F08F,Wednesday,member,224
6503F4800CDFBC5F,Friday,casual,1141
6517988B2E25D53C,Monday,casual,346
6518AC7F872A8A8F,Tuesday,member,1862
651C8DA9C51D61FD,Wednesday,member,160
6564DD5508675BA4,Saturday,member,871
657790DE07C13166,Tuesday,member,610
657E649C66A8D748,Saturday,member,768
659185304F19C19F,Thursday,member,523
65A20CE2EEF896F4,Monday,member,343
65A91125593F7431,Thursday,casual,314
65ABF3184FB6A81E,Sunday,member,1919
65BF3058AB432316,Thursday,member,520
65F3928E70A64544,Saturday,member,1099
65FB05940557A07A,Tuesday,member,702
66178F05A306A150,Tuesday,member,346
6679E599C2FE9B7E,Wednesday,member,391
667AB33804F065EF,Saturday,member,481
6682DA9E598F5D80,Thursday,member,417
66A5D04F425BA363,Monday,member,1018
66A8730C55F9C552,Tuesday,member,13
66B8120AA8F6F9FF,Monday,member,1098
66BEA1C162AF9F1A,Wednesday,casual,342
66C2EF4A387F917C,Thursday,member,463
66C69D79E6502C0E,Wednesday,member,1605
66D5990A028D0B55,Thursday,member,290
66D906C23B144825,Thursday,member,171
66DC4690F0AC76F0,Thursday,member,1227
66DFB5EEC33FA7CC,Monday,member,413
66F3809C2909C2A8,Friday,member,209
66F99E9DD885A25E,Monday,member,251
67051C326BA3E71A,Saturday,member,370
6707160B4CC24151,Monday,casual,943
6719F35072584083,Sunday,member,240
6733D88809D78DF6,Thursday,member,202
67771B38634F8E08,Wednesday,member,743
67C077179056CE6F,Friday,member,413
67EBCDB1C16D6416,Thursday,member,1196
68074E8DEE4326B0,Saturday,member,1205
6808F5F4B5635E87,Thursday,member,287
682BB4B5A333E469,Tuesday,member,1528
685025A8A46F1A13,Monday,member,597
68632EBBAB9A1F24,Saturday,member,296
68655AB49ADBCC62,Monday,member,2234
687BDBF828436B22,Wednesday,member,382
688F7FB2BAECDC35,Monday,member,210
68E2D3E5329A388E,Wednesday,casual,1284
68F5FCB49C4D01F6,Tuesday,member,323
6921157C099E2E55,Friday,member,20688
693F7B2C118FF691,Friday,member,359
6982D4BEF3D206A3,Friday,member,1292
69888C62CADE08E4,Sunday,member,1299
69A593166DA88753,Sunday,casual,485
69C829633E764B8F,Sunday,member,224
69E0BDB66110407E,Monday,member,381
69E7BA064B818362,Sunday,member,752
69F6BFC6F3A79CD5,Saturday,member,1326
69FAFD7355EAFDF3,Monday,casual,1261
6A4D5FC4F26F99CA,Sunday,member,2394
6A54A8EE1A6597BE,Sunday,member,333
6A62577E885F305F,Tuesday,member,976
6A98A8DC0B927A8F,Tuesday,member,367
6AD615A6144962DE,Thursday,member,369
6AD74C7AFB1D70E5,Sunday,casual,1385
6AF6D67199E11BE9,Wednesday,member,381
6AF837CEC1D7712D,Saturday,member,1023
6B0925859D9C97F1,Friday,member,269
6B1D9BEFC6F2CC0E,Friday,member,1048
6B2509CA394E0AE4,Friday,casual,445
6B25A5D8B733C270,Tuesday,member,25
6B4C97353562EEBE,Monday,member,782
6B519FDE55EAD0D4,Saturday,member,264
6B75BD9928BCC88F,Monday,casual,758
6B85DA1FED36F6DA,Thursday,member,1041
6B9F7BAF7FAEF4A9,Wednesday,casual,602
6BB73D6495C6EE92,Thursday,member,366
6C2EA614A0C8D175,Sunday,member,299
6C420A2FD89B1620,Tuesday,casual,1665
6C48978EB1E4AA87,Monday,member,261
6C510BB6D7D3B70C,Sunday,member,1371
6C6B4AAA84A28554,Sunday,casual,1042
6C727ABD6EBA5A62,Tuesday,casual,1572
6CB41258BE54BEB7,Tuesday,member,582
6CB54AEBBD64035D,Monday,member,570
6CC2428AC354889B,Monday,member,331
6CCC0B379E897057,Thursday,member,261
6CD193BDADE08153,Sunday,casual,513
6CDC5B21B41DA652,Friday,member,187
6D0D8626010CCAA3,Sunday,member,686
6D22C09291A81053,Sunday,member,1117
6D29E6EE44E83A00,Saturday,casual,430
6D59A3B2B27FEB5C,Wednesday,casual,2260
6D71E69568E1556F,Wednesday,member,2245
6D75854DF9770B86,Saturday,member,1382
6D7F47B7742DC397,Wednesday,member,642
6DB19F830FD79C82,Friday,member,275
6DC166518D800A0A,Friday,member,599
6DF87AD53D658315,Friday,casual,1380
6E00E038E77C6D05,Wednesday,member,739
6E09FFE10377D423,Saturday,member,28
6E138BC9BA4720DA,Monday,casual,1180
6E56BD4D10B7D363,Wednesday,member,295
6E7127EA5E975BF7,Thursday,member,1401
6E74F60332251043,Tuesday,casual,283
6E7F51E912970A3D,Friday,member,579
6EF7B8ABB6DA6BF0,Saturday,member,1339
6F0D96E874BE0BB3,Thursday,member,126
6F178A5D72673FF3,Wednesday,member,267
6F2817327AC4ACDB,Wednesday,member,682
6F2C4D33D8D896A2,Tuesday,member,1548
6F3917283777DA5B,Sunday,member,195
6F5D21DDDE3589D5,Wednesday,casual,395
6F72DFDFBEF1563A,Saturday,member,136
6F73BD9ACB762E93,Saturday,member,714
6F856DF48E6F913E,Saturday,member,190
6FA9545974D40924,Monday,member,614
6FD9F6D8582F1DAA,Thursday,member,410
6FE67C6551478760,Saturday,member,2000
6FE9DFB7B6BAB116,Saturday,member,140
6FFA7F21CDAB6EF4,Saturday,member,856
6FFDE909ADDA44FC,Saturday,casual,673
702CE8C89970BD27,Saturday,member,555
7049B837437D044C,Sunday,member,445
705C3B6B8DA4CA1C,Sunday,member,221
705FDE3328352119,Tuesday,member,376
706F9C07F53E3A95,Wednesday,member,426
708547FDE1E3B75B,Thursday,member,214
7089E1538879A04F,Saturday,member,853
7093E9EFBF88BF07,Sunday,casual,335
70966DEB3A75833F,Sunday,member,599
709985DFE211A404,Saturday,member,516
70A17A588A63E7A6,Saturday,member,746
70CA6A846B0B6628,Thursday,casual,262
70F20FDDC2465475,Tuesday,member,1441
70FAE77CFF4E6AFF,Saturday,member,164
711E689C633FC052,Monday,casual,156
712EAF446E7D5FD5,Friday,casual,204
7137678187A9019B,Friday,member,489
717864AB1FCAF153,Thursday,member,68
717982087516FC62,Monday,member,504
7198999C0B4F5B04,Friday,casual,1693
71CA33CE11ED87E4,Sunday,member,934
71CE4D81BDA4529B,Wednesday,member,522
71DEFE8E4828F1DA,Tuesday,member,105
71FFF0C626E94F77,Thursday,member,633
7229022BC53C96D7,Wednesday,member,1076
723B1907CC62CA14,Friday,member,1309
723EE45CB4996D5B,Sunday,member,327
72569B048D990510,Sunday,casual,435
729B6510A0A33EC3,Saturday,member,851
72E6774148094917,Sunday,member,247
72F97CF14717EBC8,Thursday,member,1621
7304279AA6077692,Wednesday,member,259
731A88FD67E1AE10,Tuesday,casual,1647
731FE1696FB5CD57,Saturday,casual,574
732F0BAA0E083550,Thursday,casual,619
733132348C1CC9E0,Tuesday,casual,578
7392506482D0753A,Saturday,member,416
739806CEDAD3816C,Tuesday,member,1327
73C0AA117B5F086A,Sunday,casual,1627
73C47AAE8E59D505,Monday,member,368
73D8AA2D8718D1D8,Monday,member,722
73D969E2C77BDB6A,Sunday,casual,1517
73EE507C07299F0F,Monday,member,229
73F072BE58264C1E,Wednesday,member,308
7408748114896294,Monday,member,716
740F17D16F555479,Sunday,casual,1229
741B810C5D459DB1,Friday,member,965
743FD49BD8F13474,Friday,member,389
74403CE2F0ABDCEE,Wednesday,casual,1527
745E139E4D40D371,Saturday,casual,634
746B8AE1E490B4B4,Sunday,casual,713
747304B9B21CA35A,Saturday,member,125
7474D9BD30AFC160,Thursday,member,139
748FDB35D112531B,Monday,casual,919
74AA2913B97AF152,Saturday,member,220
74C20BB2C5D6EC21,Tuesday,member,1443
74CFFD30509C59E3,Wednesday,casual,356
74F3C965657CBE55,Saturday,member,507
751603737CB88055,Tuesday,member,200
751C5EA41F04ECFD,Monday,member,424
751F2EC37D4192E1,Friday,member,179
7574A9A7BD8719F4,Sunday,member,1227
75794787AABCC10A,Sunday,casual,2109
7586D0E939790AE0,Saturday,member,1359
758C2B0C63614BB5,Sunday,casual,360
759E6DE0DE909E01,Saturday,member,334
75E817E00D26EEC6,Monday,member,64
75F7D9B8B1BF13CC,Saturday,member,594
7601689BCB1AA9AC,Monday,member,520
760213765BECF5CE,Saturday,member,359
760791734975C1AB,Monday,casual,1031
762AECF045770BCE,Monday,member,405
762B1A51C7AC4EBB,Saturday,member,354
764DBAE8FB44E71A,Sunday,member,453
765AC918CD141B71,Tuesday,member,1599
768CBE036BE74B7C,Friday,member,317
7693A98DC45D6B6A,Monday,member,312
76AC38A016D437D3,Wednesday,casual,901
76B18F0BD3A31BDD,Saturday,member,34
76BB2837D7961A6A,Thursday,member,231
76F3693418244F14,Saturday,member,546
76FCB86D3E0B04DC,Sunday,member,2194
7759D8912735E233,Friday,casual,1297
77841BB5236FA31C,Wednesday,member,567
779DFB0B63107ABB,Tuesday,member,488
77B9071457BC6413,Wednesday,member,493
77E239428AFBFB58,Sunday,casual,135
77FCE5CB8313D874,Friday,member,769
78157A1294D7CAB2,Saturday,member,379
781D52C3C1EA1EF9,Saturday,member,358
782A1781B4DDCD1B,Monday,member,465
783A321A960D1AA7,Sunday,casual,385
78433080D4FB0BAA,Tuesday,member,158
787BBD9BCDC82559,Thursday,member,252
78E12AB549FCF2E3,Thursday,member,346
78E6910A5EA740E9,Sunday,casual,1000
78EA2CD63214CB28,Friday,member,369
7919D97EF8E0026E,Tuesday,member,589
7937E6F3BFA360EB,Tuesday,member,377
793AAF48D429A953,Thursday,member,835
79A00635D835A8BB,Friday,member,434
79B5EC7A0322A7E6,Thursday,member,262
79D44514A1E25EE5,Friday,member,753
79FAF6AED56E514C,Saturday,member,183
7A28C4F9D7D6F848,Wednesday,member,1837
7A2A5F46A2C32998,Monday,member,992
7A49193DBE451572,Sunday,member,716
7A64A412E8068E6A,Friday,member,36
7A6CD9AC5F956B9A,Friday,member,675
7A9267DFD08AA5AB,Wednesday,member,291
7A999F3D253DCC74,Sunday,member,291
7A9A643DD428E637,Thursday,member,397
7AA77DE8CB07CD60,Saturday,member,269
7AB0A955D0500E19,Tuesday,member,806
7AB3AF5574CDE3D0,Thursday,casual,529
7AB552D39DB43C4A,Sunday,member,237
7ADF2561FE25A094,Saturday,member,271
7AE0B949421B7A13,Tuesday,casual,576
7AF097F77B044A13,Saturday,casual,73
7AF919F8A54236E9,Tuesday,member,1668
7B175F924F991E25,Friday,casual,615
7B19F85E26333962,Sunday,member,485
7B2D2B2CDDE02B8A,Sunday,casual,359
7B3FC41E4D8ADF86,Friday,member,500
7B4B1849DB68B55A,Wednesday,member,508
7B85AA9DB5DE0A28,Wednesday,member,891
7BAB7D3A50292EC9,Wednesday,member,829
7BBC2A6ABA8E96AE,Friday,member,576
7BDA367C1672BEA2,Friday,member,444
7BEFFD2832BEF7D0,Monday,member,253
7BF7B11828348A37,Monday,member,2253
7C4B859B550CB6AD,Sunday,member,559
7C6F10B2E31E3E26,Wednesday,member,251
7C7EB1DC82BE62D3,Thursday,member,530
7C8A39121C0E86DA,Monday,member,530
7C98C12D4ED44B44,Saturday,member,1399
7CB7B51AE198582C,Friday,member,1173
7CBD0DCFD516677C,Tuesday,member,207
7CECD973624F07F3,Monday,member,394
7CFBF91CF62A1AB6,Thursday,member,267
7D0170EB51C5193E,Monday,member,224
7D35353F0214E1C1,Saturday,member,22
7D6DFFCFC6A61419,Wednesday,member,1351
7D6E9529461839B6,Monday,member,919
7D769B21D3679C7E,Tuesday,member,141
7D9D59A349E304E4,Sunday,member,423
7DC5534F6F46DB47,Wednesday,member,242
7DE84AD780094BCC,Wednesday,casual,836
7DE8BF1071327668,Saturday,member,1667
7DF6C70425132D8F,Friday,casual,709
7E254AC498A28778,Wednesday,member,312
7E3FDE9271543649,Monday,member,408
7E43F04D8EECE265,Wednesday,member,560
7E6C37AAAD321D44,Saturday,member,269
7E9929BDB73D0F02,Saturday,member,1059
7E9AD95DE26D8660,Friday,casual,7773
7EB7E300EC581ED6,Monday,member,314
7EB8AFF2E4427FC5,Sunday,casual,374
7EDE40A22F10BEB2,Sunday,casual,370
7EEF802ED2F6D0AD,Saturday,member,1466
7EF23C190512DA49,Friday,member,360
7F11A07AF633EDC8,Friday,member,375
7F3AD368D939CAE9,Saturday,casual,852
7F3EAB33698CC208,Saturday,casual,317
7F41F8389C667B62,Friday,member,418
7F5EB9949CA6664D,Friday,member,1599
7F65403127116C3A,Wednesday,casual,487
7FA111AE3FF7E526,Thursday,member,161
7FB272CB6E1BB3FA,Monday,member,986
7FC28244D2B0D2F2,Tuesday,member,960
7FC518127E81BF62,Sunday,member,1172
7FCBCE3E5D688F7C,Saturday,member,832
7FD3F56FB8814753,Monday,member,256
7FDEBF305ECD65AC,Friday,member,1953
7FF35D770DC23931,Thursday,member,860
8007BE49E8B5516E,Wednesday,member,696
80231BBC6E77632A,Saturday,casual,727
8030646754899F3A,Monday,member,742
804A8CC28B653BCB,Friday,member,845
80514FDE414387F8,Wednesday,member,638
80722B18E683D224,Monday,member,1905
80893F676A622B3C,Tuesday,casual,153
80B3B3D61C4672BC,Sunday,member,198
80DBBBF215397385,Saturday,member,544
80F85AF955A09B44,Sunday,member,717
811F618C97B27C4B,Monday,member,789
813237418D17706C,Thursday,member,696
81407DC1F0765BBD,Sunday,member,229
81508E67714023BE,Friday,casual,1139
815AB3178A0A7E4C,Wednesday,casual,616
8187A06471AA9ED1,Monday,member,476
818A8D6549678B53,Sunday,member,1482
81C38C9098FF99A7,Friday,member,198
81D77A6AF13637D9,Friday,member,307
8203BCFC9EEBDB60,Thursday,member,2832
820EBBD737DD58AB,Tuesday,member,1215
8214F7F0F4ED2958,Wednesday,member,319
821A371878B79FFB,Monday,member,498
823117B4F115E033,Friday,casual,1528
82480B53F97102B5,Thursday,member,555
825212535D81094B,Friday,casual,255
826DD448442B48A5,Monday,member,110
8272896DFC4A2E45,Wednesday,member,247
82F7FB2DC5E7AD61,Saturday,member,204
82FE4E2C926CB6B2,Friday,casual,541
8300FA79B774AC5A,Wednesday,member,326
83078018186AFA5A,Friday,casual,4373
8333A2B9A206D5F8,Sunday,member,877
83436D5A37500357,Tuesday,member,749
83859F3CDDF25768,Monday,member,787
838EE16E93BBD1F0,Tuesday,member,283
8392DBFC849F0B94,Monday,member,408
840F8B622713DFE3,Saturday,member,1769
841C776A452BC704,Sunday,member,590
843A36D4A2C7806E,Tuesday,member,333
84742C09F7C15A06,Sunday,member,1687
8487C6948E3F1739,Friday,member,1981
848A9E29CDA94EE4,Wednesday,member,2215
848C1777A6519CE0,Tuesday,member,292
848D35B1DF9B579A,Wednesday,member,231
84A082EBE1D0BE9F,Friday,member,591
84A24202E420A0C5,Friday,member,115
84C7465FE68A96AA,Sunday,member,664
84CD67EFB483638E,Wednesday,casual,555
85072F80888D7DCF,Monday,member,618
854BC9E36D58E5F5,Thursday,member,1327
854DF37B762822F9,Saturday,casual,1341
8572EE4B45F0D297,Wednesday,member,551
858A808D04292313,Tuesday,casual,871
85AE085BDD82F168,Saturday,member,512
85BFEF3C073FD36B,Monday,casual,573
85C55C10665B51E4,Tuesday,member,515
85E1C53F745B0599,Wednesday,member,862
85E4521024CB83B9,Sunday,member,2088
85EBAB011BC9D732,Saturday,member,454
86103E7544F7F747,Monday,member,366
8617446E76BF8B83,Wednesday,member,1019
861A3AE3A8762A4F,Friday,member,520
861FC9D2FB93DD3B,Monday,member,1200
862677D01214C3A9,Monday,member,1976
862FE9EBB2982087,Monday,member,346
863BA74D77D21834,Friday,member,139
86808C92C582D682,Wednesday,member,260
869A66E34EFF3458,Thursday,member,1414
869F9A0E534EEA2D,Tuesday,member,432
86CA2FB71D380931,Tuesday,member,614
86CD4B11D0B01BE8,Saturday,casual,901
870E1B811E4FBCCE,Wednesday,member,2161
870E908CB1E58023,Sunday,member,558
8710C3B23D13E55E,Thursday,casual,3591
87238A9808AC5241,Friday,member,1249
872ACCB345895A98,Tuesday,member,453
872FECD600F32FB1,Sunday,casual,779
8740FDE6CDD0E1FE,Friday,member,1445
8750C680C093D827,Saturday,member,333
8756E7F4DC898E58,Monday,member,240
87974AE603527218,Thursday,member,407
87A345E9E752A293,Wednesday,member,329
87D00A734103393E,Sunday,casual,735
87D40F8EC48207BE,Monday,casual,1050
87DAE712D2EF7FD9,Sunday,casual,1152
87E829898273EC07,Sunday,member,389
8804B4D458D6D5E8,Friday,member,398
882EBCB72E0E4B03,Sunday,member,198
8843CFF0E09511C8,Wednesday,member,173
884D6202A842FEF1,Tuesday,member,201
885558C8AFE8DDFA,Friday,casual,858
887E32D16226A080,Thursday,member,1144
888E82680D5774DE,Saturday,member,352
888E860E4A71EA56,Thursday,member,366
8896C120F58D97F9,Tuesday,member,756
889FF1D38AC5E8CD,Monday,member,177
88A7C50D8DC06DFC,Wednesday,member,418
88AEB324CFE4635D,Sunday,member,967
88BC6F05E5F2540D,Saturday,casual,830
88F24C4E548B48DF,Friday,member,1458
890B2A26A9239D13,Wednesday,member,929
892E3F47380A55E7,Saturday,member,293
893BD780C4401F48,Sunday,casual,525
89742C6E95E008D5,Saturday,member,195
8982259600FC42DF,Monday,member,890
898293FF8A8C554C,Wednesday,casual,545
8987A5F7108C087F,Monday,member,279
898910791DCAF282,Sunday,member,711
8998307B0D3BF5F3,Saturday,member,311
89D9E7A4DE3BEB8D,Friday,casual,797
89DA64E9078B63B1,Friday,member,198
89F72C3C196BB57C,Sunday,member,433
89FE6D0DB5E60875,Friday,member,2027
8A4BBAFC04771F8D,Saturday,casual,1511
8A6DDCA79814D43F,Thursday,casual,327
8A8FF51D5F15C430,Thursday,member,668
8A9FBFA43A8FCA78,Sunday,member,47
8ADDB114B5EB33FD,Friday,member,729
8AE54343DFDA02A3,Tuesday,member,525
8AF1432863820145,Monday,member,592
8AF558C7BF2ADF02,Saturday,casual,2043
8B0F94C1B8325FBB,Friday,member,201
8B1D0F6C1A6C1C61,Friday,member,1434
8B3D308D02FC1BEE,Saturday,member,1008
8B49164566DE2882,Sunday,member,180
8B577B4E2A23E2E4,Monday,member,918
8B659544E29074D7,Wednesday,member,256
8BB05DBC3BCDC1C4,Sunday,member,1378
8BCE8F8CF5C850FC,Friday,casual,1758
8BE3C514F747C888,Friday,member,486
8BE685C7942AAD01,Sunday,member,334
8BEBFAB68AADAF5F,Tuesday,member,270
8BF32A7BC8473F26,Friday,member,308
8C1A93F17CB90839,Thursday,member,851
8C1C0FFEEC43962D,Thursday,member,200
8C1E67EF90EF1298,Thursday,member,237
8C20DC0AFD45401B,Saturday,member,1039
8C35B0FE8B88E47C,Monday,member,122
8C4A6DE0C0CA4295,Sunday,member,1122
8C7C554E5B325C74,Wednesday,member,165
8C8BF81C93C15491,Monday,member,434
8CAE2A7232EBCB34,Saturday,member,518
8CD07E7A22CEC321,Thursday,member,693
8CDAAEA684354E77,Sunday,member,270
8CF5F2DEC48C2E1A,Saturday,member,1174
8D2AA3CF5F59750E,Friday,member,505
8D47AB6924F766D7,Monday,member,196
8D658E4E343F659E,Tuesday,casual,416
8D70EC49F861CD7B,Tuesday,member,261
8DC1C4E551E19C86,Saturday,member,305
8DD5443414A49B45,Saturday,casual,458
8DDEC552C7A77FA7,Wednesday,member,577
8DE80DB38017B8C1,Monday,member,1776
8DEB2517DAA2B609,Saturday,member,400
8DEE17D7B373E6DB,Friday,member,1735
8E2D081857B67361,Monday,member,457
8E351D5442C2B036,Thursday,member,805
8E42ED706D96A66F,Saturday,member,520
8E462E085FDAA1E2,Saturday,casual,2854
8E53502C02EB9BC6,Sunday,member,242
8ED0C5C23BC165CC,Saturday,member,497
8EFA14FCA89FE918,Thursday,member,769
8F145E64AEDD4B72,Thursday,casual,1161
8F1A8F433FD430D2,Wednesday,member,192
8F1EB67B87E17BD8,Tuesday,member,420
8F224DFFD1A481B1,Tuesday,member,2154
8F29E9EC2FA4791F,Saturday,member,770
8F3DF470590B898B,Tuesday,member,1139
8F3F535791C33FB1,Friday,member,263
8F6BF14FA0BE6BCB,Wednesday,casual,782
8F8D11B68CE03159,Wednesday,member,460
8FB073FC1DBFDD92,Saturday,casual,1351
8FCF6A1596EC001B,Saturday,casual,516
902B840A863E5953,Thursday,member,542
903454986E8D54C3,Tuesday,member,250
9041A51D60B84932,Thursday,member,2613
904B50504625629F,Thursday,member,527
905E0DCF3A2928E3,Thursday,member,4886
9080789AAAB3BD00,Monday,member,468
9083F4F6EA0542E4,Tuesday,member,408
90854690270DF4FD,Thursday,member,218
908DA79BB991F2CC,Saturday,member,1650
908F8B057C225D53,Sunday,member,817
90A2EAE183A9AC48,Friday,member,1403
90A980129C96AC35,Sunday,member,209
90CBCF0CCD141A83,Tuesday,member,306
91298056CE3AFF68,Monday,member,1928
914A4E5E7493925A,Wednesday,casual,610
915A68B229A44271,Thursday,member,720
917B3123B30281A4,Friday,member,618
91A72DE124A17A3B,Monday,member,268
91C0AE024BC49FFC,Sunday,member,730
